92.825507,2.300000
99.691599,2.100000
91.523478,2.800000
74.594942,4.500000
98.460249,1.500000
68.902363,6.200000
89.420449,4.200000
83.434369,6.100000
98.318792,1.000000
86.938731,4.700000
91.745613,1.400000
92.359965,3.900000
99.575140,1.900000
96.702186,2.600000
96.860112,2.200000
90.637094,4.600000
99.344574,4.200000
95.177336,1.600000
98.106166,1.000000
70.268405,3.700000
65.707676,5.500000
63.326144,26.000000
59.504950,25.500000
49.990393,29.900000
91.030683,1.300000
92.277620,1.700000
91.734144,1.900000
76.521125,7.700000
83.140869,5.800000
87.412607,5.000000
87.312714,6.500000
93.436330,1.100000
85.155867,3.800000
89.929615,4.000000
74.982845,10.900000
88.565925,5.000000
86.850799,5.400000
86.143515,3.200000
89.975199,4.000000
94.423586,2.700000
79.744731,4.900000
86.702382,4.600000
93.846584,0.400000
81.273699,3.000000
93.007842,1.400000
92.620821,4.400000
89.186452,2.900000
80.801784,1.000000
93.443388,3.600000
88.769728,2.500000
78.031762,2.700000
83.088227,1.700000
89.519949,2.200000
84.785707,1.500000
47.479953,0.000000
89.370846,2.200000
92.638173,3.700000
90.035193,2.100000
90.929517,1.000000
85.509754,1.200000
90.567787,3.200000
91.637977,4.100000
93.887756,1.800000
76.013626,0.000000
59.310852,0.000000
92.430546,1.400000
95.078522,3.900000
29.161945,0.000000
70.662288,4.100000
70.752279,9.300000
71.938731,6.400000
75.401235,4.700000
24.535242,5.300000
65.176747,7.300000
67.361239,6.700000
69.918537,8.700000
68.582394,4.200000
52.374865,5.000000
59.246446,3.800000
59.574748,2.600000
50.131948,13.700000
51.314185,10.900000
62.800608,1.400000
61.049309,3.300000
42.008136,12.800000
44.916773,1.400000
61.648466,9.700000
59.691599,4.100000
49.962749,3.000000
61.920596,7.000000
58.776787,3.000000
61.036173,6.100000
58.196157,4.200000
59.640035,6.900000
61.077443,1.600000
60.977061,2.500000
64.532301,5.600000
75.052250,14.000000
57.480835,8.800000
52.221449,7.500000
36.479953,10.800000
54.708754,2.300000
25.855014,6.000000
65.679933,4.500000
74.250172,14.500000
61.056661,1.700000
62.951769,5.500000
47.150672,7.900000
56.812469,6.700000
72.099108,2.000000
74.939026,6.500000
63.780120,9.500000
60.359769,3.500000
61.673169,4.800000
57.901676,9.400000
75.979904,4.300000
71.840016,4.800000
69.605529,9.000000
63.295755,2.000000
44.821292,1.100000
41.767964,4.500000
71.803745,3.400000
52.111852,1.600000
60.636506,7.600000
61.267817,2.900000
67.021861,5.700000
49.282423,10.400000
67.392511,8.800000
49.475542,7.000000
70.662484,8.500000
49.669052,3.100000
51.022547,8.100000
70.034801,8.700000
33.967258,5.500000
62.594059,1.200000
73.343692,10.100000
66.505343,8.200000
50.591413,7.600000
59.897069,1.700000
56.748652,3.200000
69.127046,4.600000
68.333105,1.400000
72.047152,6.200000
55.908832,3.600000
57.014214,20.700000
66.340947,1.000000
57.873738,3.800000
67.259876,16.700000
67.446329,5.100000
44.501912,12.600000
66.513969,4.000000
76.190962,1.500000
69.374767,13.100000
70.410450,3.900000
65.925399,5.400000
69.357318,5.100000
67.638663,1.700000
69.265464,7.700000
65.336634,1.600000
68.969023,10.700000
46.788942,4.800000
66.056857,3.200000
57.174787,8.400000
72.292324,6.900000
67.533379,3.900000
50.255171,4.700000
66.218508,7.100000
57.174199,5.400000
62.955200,3.000000
55.055485,8.700000
74.216645,8.400000
68.824625,9.800000
55.588080,7.000000
73.432703,3.900000
67.337418,9.100000
55.485345,3.100000
58.253014,5.200000
67.125870,9.100000
49.488874,12.600000
66.251642,9.300000
62.753358,15.500000
65.957847,0.300000
36.465150,1.900000
85.540143,21.200000
19.874130,0.000000
3.872169,4.700000
38.853250,0.000000
8.109793,0.000000
2.901382,0.300000
0.967650,5.100000
3.170670,21.800000
11.985982,0.100000
12.635722,0.000000
3.882953,0.000000
2.158514,0.000000
66.406921,8.200000
82.661994,4.200000
84.122341,2.200000
74.812763,2.300000
86.638859,3.100000
41.963827,16.000000
82.253701,2.100000
67.858053,4.000000
71.234585,3.300000
79.296049,2.300000
65.164690,4.300000
85.207039,1.100000
84.065680,1.400000
92.825311,1.300000
63.543476,6.500000
60.661700,6.000000
61.711695,5.600000
66.347809,3.700000
48.950789,20.000000
82.732183,2.700000
28.406333,12.700000
23.379375,1.600000
20.836879,3.200000
74.988727,1.200000
74.742770,2.500000
82.520145,3.200000
37.599451,1.400000
46.563474,0.000000
69.783845,0.000000
60.506911,2.100000
13.225762,4.700000
13.385943,10.700000
90.576316,1.700000
75.670228,3.800000
62.371434,5.800000
90.111852,1.600000
21.611215,5.600000
87.690521,3.000000
89.025782,2.200000
90.648368,1.300000
19.193118,5.900000
82.162043,4.300000
91.018332,0.200000
29.108715,2.000000
29.055191,14.800000
33.329576,2.000000
15.295167,3.500000
14.233703,6.500000
87.884423,1.400000
28.428781,1.500000
19.197726,7.200000
12.270954,2.700000
33.774728,6.500000
25.884129,8.500000
31.719243,7.300000
52.379767,0.000000
61.131164,6.000000
59.448485,11.300000
40.285854,10.700000
65.423488,4.900000
77.586805,5.300000
87.170473,6.000000
70.094991,2.600000
33.501617,1.500000
95.686403,1.000000
72.194001,2.100000
72.758259,1.500000
88.358592,6.100000
91.309774,2.800000
87.830703,2.300000
81.780022,4.100000
79.176061,2.900000
76.272032,2.700000
96.230664,1.500000
96.713656,1.000000
90.968042,1.200000
