95.253879,92.825507,2.300000
94.384608,99.691599,2.100000
66.469616,91.523478,2.800000
39.058480,74.594942,4.500000
94.383969,98.460249,1.500000
33.209002,68.902363,6.200000
69.181690,89.420449,4.200000
58.655243,83.434369,6.100000
86.190241,98.318792,1.000000
53.910349,86.938731,4.700000
96.776582,91.745613,1.400000
70.254194,92.359965,3.900000
88.556114,99.575140,1.900000
85.906529,96.702186,2.600000
87.467466,96.860112,2.200000
73.566173,90.637094,4.600000
99.383877,99.344574,4.200000
72.393720,95.177336,1.600000
82.633136,98.106166,1.000000
36.328255,70.268405,3.700000
27.305857,65.707676,5.500000
28.229357,63.326144,26.000000
23.165659,59.504950,25.500000
18.292723,49.990393,29.900000
88.609718,91.030683,1.300000
73.557592,92.277620,1.700000
72.425202,91.734144,1.900000
41.495139,76.521125,7.700000
56.269395,83.140869,5.800000
60.679678,87.412607,5.000000
66.764840,87.312714,6.500000
72.915289,93.436330,1.100000
55.224824,85.155867,3.800000
67.392448,89.929615,4.000000
40.599101,74.982845,10.900000
71.227009,88.565925,5.000000
63.339470,86.850799,5.400000
83.108756,86.143515,3.200000
62.174640,89.975199,4.000000
81.393362,94.423586,2.700000
50.303941,79.744731,4.900000
62.403505,86.702382,4.600000
80.672068,93.846584,0.400000
96.395711,81.273699,3.000000
85.447546,93.007842,1.400000
75.831270,92.620821,4.400000
77.540522,89.186452,2.900000
47.602666,80.801784,1.000000
85.829249,93.443388,3.600000
77.410986,88.769728,2.500000
81.698164,78.031762,2.700000
89.432639,83.088227,1.700000
81.890230,89.519949,2.200000
88.837081,84.785707,1.500000
63.387902,47.479953,0.000000
85.307076,89.370846,2.200000
79.803501,92.638173,3.700000
92.285743,90.035193,2.100000
79.835269,90.929517,1.000000
89.922320,85.509754,1.200000
89.530193,90.567787,3.200000
84.130517,91.637977,4.100000
78.415430,93.887756,1.800000
90.483018,76.013626,0.000000
74.225329,59.310852,0.000000
83.185367,92.430546,1.400000
78.769933,95.078522,3.900000
39.545569,29.161945,0.000000
51.106150,70.662288,4.100000
51.739924,70.752279,9.300000
54.249332,71.938731,6.400000
52.045925,75.401235,4.700000
31.256287,24.535242,5.300000
51.722501,65.176747,7.300000
54.865730,67.361239,6.700000
53.496422,69.918537,8.700000
54.165894,68.582394,4.200000
54.740137,52.374865,5.000000
41.873476,59.246446,3.800000
39.074070,59.574748,2.600000
43.947897,50.131948,13.700000
42.914286,51.314185,10.900000
31.486361,62.800608,1.400000
42.646082,61.049309,3.300000
49.836459,42.008136,12.800000
50.286237,44.916773,1.400000
54.716072,61.648466,9.700000
44.082505,59.691599,4.100000
44.277226,49.962749,3.000000
56.996079,61.920596,7.000000
46.753593,58.776787,3.000000
49.937784,61.036173,6.100000
47.395054,58.196157,4.200000
44.772339,59.640035,6.900000
53.774901,61.077443,1.600000
44.828187,60.977061,2.500000
56.461948,64.532301,5.600000
53.113561,75.052250,14.000000
21.499972,57.480835,8.800000
41.923342,52.221449,7.500000
42.434668,36.479953,10.800000
56.508695,54.708754,2.300000
25.599807,25.855014,6.000000
51.418358,65.679933,4.500000
53.141300,74.250172,14.500000
43.917474,61.056661,1.700000
55.886678,62.951769,5.500000
41.266426,47.150672,7.900000
47.884426,56.812469,6.700000
60.591527,72.099108,2.000000
60.722406,74.939026,6.500000
53.009470,63.780120,9.500000
52.049199,60.359769,3.500000
55.938132,61.673169,4.800000
48.250618,57.901676,9.400000
61.833074,75.979904,4.300000
61.736570,71.840016,4.800000
58.926832,69.605529,9.000000
49.381806,63.295755,2.000000
35.626213,44.821292,1.100000
39.378420,41.767964,4.500000
62.514190,71.803745,3.400000
49.062388,52.111852,1.600000
37.582629,60.636506,7.600000
57.639869,61.267817,2.900000
58.934859,67.021861,5.700000
42.737928,49.282423,10.400000
53.164031,67.392511,8.800000
48.444978,49.475542,7.000000
55.481601,70.662484,8.500000
46.085100,49.669052,3.100000
40.847819,51.022547,8.100000
62.161840,70.034801,8.700000
29.736302,33.967258,5.500000
43.277558,62.594059,1.200000
62.324859,73.343692,10.100000
56.943048,66.505343,8.200000
44.702513,50.591413,7.600000
43.256936,59.897069,1.700000
49.742586,56.748652,3.200000
57.645370,69.127046,4.600000
49.489882,68.333105,1.400000
61.977238,72.047152,6.200000
54.638800,55.908832,3.600000
46.425179,57.014214,20.700000
65.887465,66.340947,1.000000
44.448695,57.873738,3.800000
57.159040,67.259876,16.700000
62.729687,67.446329,5.100000
35.090991,44.501912,12.600000
65.248688,66.513969,4.000000
47.830018,76.190962,1.500000
55.287944,69.374767,13.100000
60.025460,70.410450,3.900000
57.745476,65.925399,5.400000
58.277046,69.357318,5.100000
52.223356,67.638663,1.700000
61.202559,69.265464,7.700000
55.651848,65.336634,1.600000
56.076314,68.969023,10.700000
44.113781,46.788942,4.800000
55.220477,66.056857,3.200000
48.261040,57.174787,8.400000
54.457741,72.292324,6.900000
63.255246,67.533379,3.900000
47.382092,50.255171,4.700000
59.483449,66.218508,7.100000
45.271870,57.174199,5.400000
47.599453,62.955200,3.000000
41.832964,55.055485,8.700000
53.479107,74.216645,8.400000
61.069689,68.824625,9.800000
49.721848,55.588080,7.000000
60.695211,73.432703,3.900000
58.221303,67.337418,9.100000
54.922439,55.485345,3.100000
41.910914,58.253014,5.200000
58.906728,67.125870,9.100000
43.446772,49.488874,12.600000
51.614966,66.251642,9.300000
54.653537,62.753358,15.500000
66.914917,65.957847,0.300000
13.227755,36.465150,1.900000
48.872772,85.540143,21.200000
48.733538,19.874130,0.000000
39.373336,3.872169,4.700000
39.669081,38.853250,0.000000
45.434229,8.109793,0.000000
40.079718,2.901382,0.300000
27.960125,0.967650,5.100000
21.986297,3.170670,21.800000
14.475470,11.985982,0.100000
10.408424,12.635722,0.000000
12.979611,3.882953,0.000000
26.924450,2.158514,0.000000
34.647440,66.406921,8.200000
51.634528,82.661994,4.200000
63.254127,84.122341,2.200000
54.581237,74.812763,2.300000
57.973730,86.638859,3.100000
18.831830,41.963827,16.000000
62.290264,82.253701,2.100000
37.228621,67.858053,4.000000
36.518675,71.234585,3.300000
58.942388,79.296049,2.300000
31.959489,65.164690,4.300000
61.864745,85.207039,1.100000
57.354797,84.065680,1.400000
66.405516,92.825311,1.300000
29.799773,63.543476,6.500000
28.344375,60.661700,6.000000
39.036781,61.711695,5.600000
32.569626,66.347809,3.700000
20.869884,48.950789,20.000000
51.986242,82.732183,2.700000
49.024775,28.406333,12.700000
38.855764,23.379375,1.600000
38.469559,20.836879,3.200000
57.220652,74.988727,1.200000
57.284428,74.742770,2.500000
47.524989,82.520145,3.200000
51.606787,37.599451,1.400000
69.799003,46.563474,0.000000
82.533796,69.783845,0.000000
72.793930,60.506911,2.100000
31.421348,13.225762,4.700000
26.818856,13.385943,10.700000
64.621854,90.576316,1.700000
44.114464,75.670228,3.800000
81.005611,62.371434,5.800000
63.271704,90.111852,1.600000
37.434931,21.611215,5.600000
66.902882,87.690521,3.000000
69.080739,89.025782,2.200000
66.383497,90.648368,1.300000
37.417523,19.193118,5.900000
50.154473,82.162043,4.300000
63.713487,91.018332,0.200000
31.139808,29.108715,2.000000
33.934905,29.055191,14.800000
21.869080,33.329576,2.000000
27.601464,15.295167,3.500000
22.720464,14.233703,6.500000
74.083868,87.884423,1.400000
43.167479,28.428781,1.500000
35.124300,19.197726,7.200000
30.963928,12.270954,2.700000
45.387540,33.774728,6.500000
40.165023,25.884129,8.500000
44.972883,31.719243,7.300000
64.344914,52.379767,0.000000
45.467872,61.131164,6.000000
41.118041,59.448485,11.300000
52.725801,40.285854,10.700000
52.089864,65.423488,4.900000
71.590298,77.586805,5.300000
80.248356,87.170473,6.000000
56.603818,70.094991,2.600000
21.467111,33.501617,1.500000
105.943193,95.686403,1.000000
75.068869,72.194001,2.100000
62.476700,72.758259,1.500000
81.754629,88.358592,6.100000
100.901807,91.309774,2.800000
91.184585,87.830703,2.300000
78.884256,81.780022,4.100000
70.781479,79.176061,2.900000
64.170054,76.272032,2.700000
102.162481,96.230664,1.500000
103.366467,96.713656,1.000000
98.896575,90.968042,1.200000
102.011432,95.126654,2.500000
92.966426,93.570630,1.000000
82.102851,81.782374,3.700000
99.589122,92.499363,4.100000
61.328188,74.366239,2.000000
83.880309,86.544358,6.200000
71.455174,72.565729,1.200000
68.656633,77.160769,3.900000
72.804013,71.994706,1.700000
73.659203,72.327223,1.800000
102.885408,93.079306,1.700000
81.452219,88.579061,4.000000
85.592200,90.320557,6.300000
86.839702,90.011371,4.200000
68.886168,79.516518,4.900000
29.395071,40.498775,13.600000
68.099444,79.698559,3.300000
50.544120,62.718165,30.000000
56.058431,68.238898,21.600000
39.072199,50.322223,21.700000
36.313638,47.248407,22.600000
34.709380,45.516126,21.700000
51.142633,61.619253,21.000000
38.577233,49.852171,20.700000
45.878523,58.051956,25.200000
42.436611,55.561023,22.300000
48.847482,62.062739,20.500000
31.317129,42.769140,21.500000
33.784132,44.865405,22.300000
41.829250,53.254975,34.200000
25.816343,38.227037,24.300000
42.144989,53.331634,23.400000
43.077030,57.987844,22.900000
42.298587,55.890305,26.100000
104.522833,90.223704,1.100000
52.821462,74.861484,8.700000
101.741048,91.179492,1.000000
90.324235,90.039604,4.000000
93.795987,91.196843,4.100000
85.835750,90.536418,5.300000
80.125764,89.033330,3.200000
27.801768,50.615528,4.500000
51.173674,70.767768,17.800000
103.225145,91.188903,1.400000
54.071447,75.768846,1.500000
64.150358,82.006862,3.300000
54.729594,76.448093,2.000000
49.284719,70.963925,3.900000
86.394380,90.128419,6.400000
99.249446,92.098814,1.500000
75.867488,71.334183,1.600000
